Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\obj\x64\Debug\net9.0-windows10.0.26100.0\Controls\WebViewWidget.g.i.cs,41,12,M:System.Uri.#ctor(System.String),,,,,"global::System.Uri resourceLocator = new global::System.Uri(""ms-appx:///Controls/WebViewWidget.xaml"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\WebViewWidget.xaml.cs,34,12,T:System.Uri,,,,,WebView.Source = WebViewFull.Source = new Uri(Widget.Url);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\WebViewWidget.xaml.cs,34,12,M:System.Uri.#ctor(System.String),,,,,WebView.Source = WebViewFull.Source = new Uri(Widget.Url);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\WebViewWidget.xaml.cs,34,12,T:System.Uri,,,,,WebView.Source = WebViewFull.Source = new Uri(Widget.Url);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\WebViewWidget.xaml.cs,34,12,T:System.Uri,,,,,WebView.Source = WebViewFull.Source = new Uri(Widget.Url);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\obj\x64\Debug\net9.0-windows10.0.26100.0\Controls\SliderWidget.g.i.cs,37,12,T:System.Uri,,,,,"global::System.Uri resourceLocator = new global::System.Uri(""ms-appx:///Controls/SliderWidget.xaml"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\obj\x64\Debug\net9.0-windows10.0.26100.0\Controls\SliderWidget.g.i.cs,37,12,M:System.Uri.#ctor(System.String),,,,,"global::System.Uri resourceLocator = new global::System.Uri(""ms-appx:///Controls/SliderWidget.xaml"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\obj\x64\Debug\net9.0-windows10.0.26100.0\Controls\SetpointWidget.g.i.cs,37,12,T:System.Uri,,,,,"global::System.Uri resourceLocator = new global::System.Uri(""ms-appx:///Controls/SetpointWidget.xaml"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\obj\x64\Debug\net9.0-windows10.0.26100.0\Controls\SetpointWidget.g.i.cs,37,12,M:System.Uri.#ctor(System.String),,,,,"global::System.Uri resourceLocator = new global::System.Uri(""ms-appx:///Controls/SetpointWidget.xaml"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\obj\x64\Debug\net9.0-windows10.0.26100.0\Controls\ImageLabel.g.i.cs,39,12,T:System.Uri,,,,,"global::System.Uri resourceLocator = new global::System.Uri(""ms-appx:///Controls/ImageLabel.xaml"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\obj\x64\Debug\net9.0-windows10.0.26100.0\Controls\ImageLabel.g.i.cs,39,12,M:System.Uri.#ctor(System.String),,,,,"global::System.Uri resourceLocator = new global::System.Uri(""ms-appx:///Controls/ImageLabel.xaml"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ImageLabel.xaml.cs,51,12,T:System.Uri,,,,,control.Icon.Source = new BitmapImage(new Uri(iconPath));
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ImageLabel.xaml.cs,51,12,M:System.Uri.#ctor(System.String),,,,,control.Icon.Source = new BitmapImage(new Uri(iconPath));
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ImageLabel.xaml.cs,47,12,T:System.Uri,,,,,control.Icon.Source = new SvgImageSource(new Uri(iconPath));
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ImageLabel.xaml.cs,47,12,M:System.Uri.#ctor(System.String),,,,,control.Icon.Source = new SvgImageSource(new Uri(iconPath));
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ImageLabel.xaml.cs,44,8,"M:System.TimeSpan.FromMilliseconds(System.Int64,System.Int64)",,,,,"Match format = Regex.Match(iconPath, @"".svg"", RegexOptions.None, TimeSpan.FromMilliseconds(100));"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\obj\x64\Debug\net9.0-windows10.0.26100.0\Controls\ColorMap.g.i.cs,45,12,T:System.Uri,,,,,"global::System.Uri resourceLocator = new global::System.Uri(""ms-appx:///Controls/ColorMap.xaml"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\obj\x64\Debug\net9.0-windows10.0.26100.0\Controls\ColorMap.g.i.cs,45,12,M:System.Uri.#ctor(System.String),,,,,"global::System.Uri resourceLocator = new global::System.Uri(""ms-appx:///Controls/ColorMap.xaml"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ColorMap.xaml.cs,314,4,T:Windows.UI.Color,,,,,"private void WriteBgra(Stream stream, Color color)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ColorMap.xaml.cs,319,8,P:Windows.UI.Color.A,,,,,stream.WriteByte(color.A);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ColorMap.xaml.cs,318,8,P:Windows.UI.Color.R,,,,,stream.WriteByte(color.R);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ColorMap.xaml.cs,317,8,P:Windows.UI.Color.G,,,,,stream.WriteByte(color.G);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ColorMap.xaml.cs,316,8,P:Windows.UI.Color.B,,,,,stream.WriteByte(color.B);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ColorMap.xaml.cs,305,20,T:Windows.UI.Color,,,,,"var color = fillPixel((float)x / width, (float)y / height);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ColorMap.xaml.cs,296,8,T:System.Runtime.InteropServices.WindowsRuntime.WindowsRuntimeBufferExtensions,,,,,var stream = bmp.PixelBuffer.AsStream();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ColorMap.xaml.cs,296,8,M:System.Runtime.InteropServices.WindowsRuntime.WindowsRuntimeBufferExtensions.AsStream(Windows.Storage.Streams.IBuffer),,,,,var stream = bmp.PixelBuffer.AsStream();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ColorMap.xaml.cs,277,4,T:Windows.UI.Color,,,,,"private Color CalcWheelColor(float x, float y, float lightness)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ColorMap.xaml.cs,291,8,T:Windows.UI.Color,,,,,"return ColorHelper.FromHSL(new Vector4(hue / ((float)Math.PI * 2), saturation, lightness, 1));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ColorMap.xaml.cs,274,8,T:Windows.UI.Color,,,,,"return FillBitmap(_bitmap, (x, y) => CalcWheelColor(x, y, lightness));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ColorMap.xaml.cs,257,4,T:Windows.UI.Color,,,,,private void SetColor(Color color)
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ColorMap.xaml.cs,260,8,T:Windows.UI.Color,,,,,Color = color;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ColorMap.xaml.cs,253,8,T:Windows.UI.Color,,,,,_lightnessEnd.Color = Colors.Black;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ColorMap.xaml.cs,253,8,T:Windows.UI.Color,,,,,_lightnessEnd.Color = Colors.Black;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ColorMap.xaml.cs,252,8,T:Windows.UI.Color,,,,,"_lightnessMid.Color = CalcWheelColor((float)x, 1 - (float)y, 0.5f);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ColorMap.xaml.cs,252,8,T:Windows.UI.Color,,,,,"_lightnessMid.Color = CalcWheelColor((float)x, 1 - (float)y, 0.5f);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ColorMap.xaml.cs,251,8,T:Windows.UI.Color,,,,,_lightnessStart.Color = Colors.White;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ColorMap.xaml.cs,251,8,T:Windows.UI.Color,,,,,_lightnessStart.Color = Colors.White;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ColorMap.xaml.cs,245,8,P:Windows.UI.Color.A,,,,,if (selectedColor.A <= 0)          {              return false;          }
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ColorMap.xaml.cs,243,8,T:Windows.UI.Color,,,,,"Color selectedColor = CalcWheelColor((float)x, 1 - (float)y, 100);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ColorMap.xaml.cs,180,8,T:Windows.Foundation.Point,,,,,if (!bounds.Contains(_lastPoint.Position) || !UpdateColor())          {              return;          }
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ColorMap.xaml.cs,180,8,M:Windows.Foundation.Rect.Contains(Windows.Foundation.Point),,,,,if (!bounds.Contains(_lastPoint.Position) || !UpdateColor())          {              return;          }
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ColorMap.xaml.cs,179,8,T:Windows.Foundation.Rect,,,,,"var bounds = new Rect(0, 0, ellipse.ActualWidth, ellipse.ActualHeight);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ColorMap.xaml.cs,179,8,"M:Windows.Foundation.Rect.#ctor(System.Double,System.Double,System.Double,System.Double)",,,,,"var bounds = new Rect(0, 0, ellipse.ActualWidth, ellipse.ActualHeight);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ColorMap.xaml.cs,177,8,T:Windows.Foundation.Point,,,,,_colorY = _lastPoint.Position.Y;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ColorMap.xaml.cs,177,8,P:Windows.Foundation.Point.Y,,,,,_colorY = _lastPoint.Position.Y;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ColorMap.xaml.cs,176,8,T:Windows.Foundation.Point,,,,,_colorX = _lastPoint.Position.X;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ColorMap.xaml.cs,176,8,P:Windows.Foundation.Point.X,,,,,_colorX = _lastPoint.Position.X;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ColorMap.xaml.cs,154,8,T:Windows.Foundation.Point,,,,,_colorY = _lastPoint.Position.Y;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ColorMap.xaml.cs,154,8,P:Windows.Foundation.Point.Y,,,,,_colorY = _lastPoint.Position.Y;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ColorMap.xaml.cs,153,8,T:Windows.Foundation.Point,,,,,_colorX = _lastPoint.Position.X;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ColorMap.xaml.cs,153,8,P:Windows.Foundation.Point.X,,,,,_colorX = _lastPoint.Position.X;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ColorMap.xaml.cs,134,8,T:Windows.UI.Color,,,,,"colorMap._lightnessMid.Color = ColorHelper.FromHSL(new Vector4(hsl.X, 1, 0.5f, 1));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ColorMap.xaml.cs,134,8,T:Windows.UI.Color,,,,,"colorMap._lightnessMid.Color = ColorHelper.FromHSL(new Vector4(hsl.X, 1, 0.5f, 1));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ColorMap.xaml.cs,81,8,T:Windows.UI.Color,,,,,"set          {              SetValue(ColorProperty, value);          }"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ColorMap.xaml.cs,77,8,T:Windows.UI.Color,,,,,get          {              return (Color)GetValue(ColorProperty);          }
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ColorMap.xaml.cs,75,4,T:Windows.UI.Color,,,,,public Color Color
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ColorMap.xaml.cs,57,8,T:Windows.Foundation.Point,,,,,"var lightnessGradient = new LinearGradientBrush          {              StartPoint = new Point(0, 0),              EndPoint = new Point(0, 1),          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ColorMap.xaml.cs,57,8,T:Windows.Foundation.Point,,,,,"var lightnessGradient = new LinearGradientBrush          {              StartPoint = new Point(0, 0),              EndPoint = new Point(0, 1),          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ColorMap.xaml.cs,57,8,T:Windows.Foundation.Point,,,,,"var lightnessGradient = new LinearGradientBrush          {              StartPoint = new Point(0, 0),              EndPoint = new Point(0, 1),          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ColorMap.xaml.cs,57,8,T:Windows.Foundation.Point,,,,,"var lightnessGradient = new LinearGradientBrush          {              StartPoint = new Point(0, 0),              EndPoint = new Point(0, 1),          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ColorMap.xaml.cs,57,8,T:Windows.Foundation.Point,,,,,"var lightnessGradient = new LinearGradientBrush          {              StartPoint = new Point(0, 0),              EndPoint = new Point(0, 1),          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ColorMap.xaml.cs,57,8,T:Windows.Foundation.Point,,,,,"var lightnessGradient = new LinearGradientBrush          {              StartPoint = new Point(0, 0),              EndPoint = new Point(0, 1),          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ColorMap.xaml.cs,57,8,T:Windows.Foundation.Point,,,,,"var lightnessGradient = new LinearGradientBrush          {              StartPoint = new Point(0, 0),              EndPoint = new Point(0, 1),          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ColorMap.xaml.cs,57,8,T:Windows.Foundation.Point,,,,,"var lightnessGradient = new LinearGradientBrush          {              StartPoint = new Point(0, 0),              EndPoint = new Point(0, 1),          };"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\obj\x64\Debug\net9.0-windows10.0.26100.0\Controls\TextWidget.g.i.cs,35,12,T:System.Uri,,,,,"global::System.Uri resourceLocator = new global::System.Uri(""ms-appx:///Controls/TextWidget.xaml"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\obj\x64\Debug\net9.0-windows10.0.26100.0\Controls\TextWidget.g.i.cs,35,12,M:System.Uri.#ctor(System.String),,,,,"global::System.Uri resourceLocator = new global::System.Uri(""ms-appx:///Controls/TextWidget.xaml"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\obj\x64\Debug\net9.0-windows10.0.26100.0\Controls\SelectionWidget.g.i.cs,37,12,T:System.Uri,,,,,"global::System.Uri resourceLocator = new global::System.Uri(""ms-appx:///Controls/SelectionWidget.xaml"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\obj\x64\Debug\net9.0-windows10.0.26100.0\Controls\SelectionWidget.g.i.cs,37,12,M:System.Uri.#ctor(System.String),,,,,"global::System.Uri resourceLocator = new global::System.Uri(""ms-appx:///Controls/SelectionWidget.xaml"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\obj\x64\Debug\net9.0-windows10.0.26100.0\Controls\ImageWidget.g.i.cs,41,12,T:System.Uri,,,,,"global::System.Uri resourceLocator = new global::System.Uri(""ms-appx:///Controls/ImageWidget.xaml"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\obj\x64\Debug\net9.0-windows10.0.26100.0\Controls\ImageWidget.g.i.cs,41,12,M:System.Uri.#ctor(System.String),,,,,"global::System.Uri resourceLocator = new global::System.Uri(""ms-appx:///Controls/ImageWidget.xaml"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ImageWidget.xaml.cs,79,8,T:System.Uri,,,,,"FullImage.Source = new BitmapImage(                  new Uri(url, UriKind.Absolute))          {              CreateOptions = BitmapCreateOptions.IgnoreImageCache          };"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ImageWidget.xaml.cs,79,8,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"FullImage.Source = new BitmapImage(                  new Uri(url, UriKind.Absolute))          {              CreateOptions = BitmapCreateOptions.IgnoreImageCache          };"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ImageWidget.xaml.cs,73,8,T:System.Uri,,,,,"ThumbImage.Source = new BitmapImage(                  new Uri(url, UriKind.Absolute))          {              CreateOptions = BitmapCreateOptions.IgnoreImageCache          };"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\Controls\ImageWidget.xaml.cs,73,8,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"ThumbImage.Source = new BitmapImage(                  new Uri(url, UriKind.Absolute))          {              CreateOptions = BitmapCreateOptions.IgnoreImageCache          };"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\obj\x64\Debug\net9.0-windows10.0.26100.0\Controls\SectionSwitchWidget.g.i.cs,37,12,T:System.Uri,,,,,"global::System.Uri resourceLocator = new global::System.Uri(""ms-appx:///Controls/SectionSwitchWidget.xaml"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\obj\x64\Debug\net9.0-windows10.0.26100.0\Controls\SectionSwitchWidget.g.i.cs,37,12,M:System.Uri.#ctor(System.String),,,,,"global::System.Uri resourceLocator = new global::System.Uri(""ms-appx:///Controls/SectionSwitchWidget.xaml"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\obj\x64\Debug\net9.0-windows10.0.26100.0\Controls\ToggleWidget.g.i.cs,35,12,T:System.Uri,,,,,"global::System.Uri resourceLocator = new global::System.Uri(""ms-appx:///Controls/ToggleWidget.xaml"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\obj\x64\Debug\net9.0-windows10.0.26100.0\Controls\ToggleWidget.g.i.cs,35,12,M:System.Uri.#ctor(System.String),,,,,"global::System.Uri resourceLocator = new global::System.Uri(""ms-appx:///Controls/ToggleWidget.xaml"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\obj\x64\Debug\net9.0-windows10.0.26100.0\Controls\MapViewWidget.g.i.cs,41,12,T:System.Uri,,,,,"global::System.Uri resourceLocator = new global::System.Uri(""ms-appx:///Controls/MapViewWidget.xaml"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\obj\x64\Debug\net9.0-windows10.0.26100.0\Controls\MapViewWidget.g.i.cs,41,12,M:System.Uri.#ctor(System.String),,,,,"global::System.Uri resourceLocator = new global::System.Uri(""ms-appx:///Controls/MapViewWidget.xaml"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\obj\x64\Debug\net9.0-windows10.0.26100.0\Controls\RollershutterWidget.g.i.cs,35,12,T:System.Uri,,,,,"global::System.Uri resourceLocator = new global::System.Uri(""ms-appx:///Controls/RollershutterWidget.xaml"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\obj\x64\Debug\net9.0-windows10.0.26100.0\Controls\RollershutterWidget.g.i.cs,35,12,M:System.Uri.#ctor(System.String),,,,,"global::System.Uri resourceLocator = new global::System.Uri(""ms-appx:///Controls/RollershutterWidget.xaml"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\obj\x64\Debug\net9.0-windows10.0.26100.0\Controls\MjpegWidget.g.i.cs,37,12,T:System.Uri,,,,,"global::System.Uri resourceLocator = new global::System.Uri(""ms-appx:///Controls/MjpegWidget.xaml"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\obj\x64\Debug\net9.0-windows10.0.26100.0\Controls\MjpegWidget.g.i.cs,37,12,M:System.Uri.#ctor(System.String),,,,,"global::System.Uri resourceLocator = new global::System.Uri(""ms-appx:///Controls/MjpegWidget.xaml"");"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\AppServiceExtensions.cs,90,8,"M:Microsoft.Extensions.DependencyInjection.OptionsConfigurationServiceCollectionExtensions.Configure``1(Microsoft.Extensions.DependencyInjection.IServiceCollection,Microsoft.Extensions.Configuration.IConfiguration)",,,,,services.Configure<ConnectionOptions>(config);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\AppServiceExtensions.cs,89,8,"M:Microsoft.Extensions.DependencyInjection.OptionsConfigurationServiceCollectionExtensions.Configure``1(Microsoft.Extensions.DependencyInjection.IServiceCollection,Microsoft.Extensions.Configuration.IConfiguration)",,,,,services.Configure<SettingOptions>(config);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\obj\x64\Debug\net9.0-windows10.0.26100.0\App.g.i.cs,50,12,T:System.Uri,,,,,"global::System.Uri resourceLocator = new global::System.Uri(""ms-appx:///App.xaml"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\obj\x64\Debug\net9.0-windows10.0.26100.0\App.g.i.cs,50,12,M:System.Uri.#ctor(System.String),,,,,"global::System.Uri resourceLocator = new global::System.Uri(""ms-appx:///App.xaml"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\openHAB.Windows\openHAB.Windows.csproj,File,src\openHAB.Windows\obj\x64\Debug\net9.0-windows10.0.26100.0\MainWindow.g.i.cs,73,12,T:System.Uri,,,,,"global::System.Uri resourceLocator = new global::System.Uri(""ms-appx:///MainWindow.xaml"");"
